GEO,TIME,INTRT,Value,Flag and Footnotes
Lithuania,1990M10,EMU convergence criterion bond yields, ,
Lithuania,1990M11,EMU convergence criterion bond yields, ,
Lithuania,1990M12,EMU convergence criterion bond yields, ,
Lithuania,1991M01,EMU convergence criterion bond yields, ,
Lithuania,1991M02,EMU convergence criterion bond yields, ,
Lithuania,1991M03,EMU convergence criterion bond yields, ,
Lithuania,1991M04,EMU convergence criterion bond yields, ,
Lithuania,1991M05,EMU convergence criterion bond yields, ,
Lithuania,1991M06,EMU convergence criterion bond yields, ,
Lithuania,1991M07,EMU convergence criterion bond yields, ,
Lithuania,1991M08,EMU convergence criterion bond yields, ,
Lithuania,1991M09,EMU convergence criterion bond yields, ,
Lithuania,1991M10,EMU convergence criterion bond yields, ,
Lithuania,1991M11,EMU convergence criterion bond yields, ,
Lithuania,1991M12,EMU convergence criterion bond yields, ,
Lithuania,1992M01,EMU convergence criterion bond yields, ,
Lithuania,1992M02,EMU convergence criterion bond yields, ,
Lithuania,1992M03,EMU convergence criterion bond yields, ,
Lithuania,1992M04,EMU convergence criterion bond yields, ,
Lithuania,1992M05,EMU convergence criterion bond yields, ,
Lithuania,1992M06,EMU convergence criterion bond yields, ,
Lithuania,1992M07,EMU convergence criterion bond yields, ,
Lithuania,1992M08,EMU convergence criterion bond yields, ,
Lithuania,1992M09,EMU convergence criterion bond yields, ,
Lithuania,1992M10,EMU convergence criterion bond yields, ,
Lithuania,1992M11,EMU convergence criterion bond yields, ,
Lithuania,1992M12,EMU convergence criterion bond yields, ,
Lithuania,1993M01,EMU convergence criterion bond yields, ,
Lithuania,1993M02,EMU convergence criterion bond yields, ,
Lithuania,1993M03,EMU convergence criterion bond yields, ,
Lithuania,1993M04,EMU convergence criterion bond yields, ,
Lithuania,1993M05,EMU convergence criterion bond yields, ,
Lithuania,1993M06,EMU convergence criterion bond yields, ,
Lithuania,1993M07,EMU convergence criterion bond yields, ,
Lithuania,1993M08,EMU convergence criterion bond yields, ,
Lithuania,1993M09,EMU convergence criterion bond yields, ,
Lithuania,1993M10,EMU convergence criterion bond yields, ,
Lithuania,1993M11,EMU convergence criterion bond yields, ,
Lithuania,1993M12,EMU convergence criterion bond yields, ,
Lithuania,1994M01,EMU convergence criterion bond yields, ,
Lithuania,1994M02,EMU convergence criterion bond yields, ,
Lithuania,1994M03,EMU convergence criterion bond yields, ,
Lithuania,1994M04,EMU convergence criterion bond yields, ,
Lithuania,1994M05,EMU convergence criterion bond yields, ,
Lithuania,1994M06,EMU convergence criterion bond yields, ,
Lithuania,1994M07,EMU convergence criterion bond yields, ,
Lithuania,1994M08,EMU convergence criterion bond yields, ,
Lithuania,1994M09,EMU convergence criterion bond yields, ,
Lithuania,1994M10,EMU convergence criterion bond yields, ,
Lithuania,1994M11,EMU convergence criterion bond yields, ,
Lithuania,1994M12,EMU convergence criterion bond yields, ,
Lithuania,1995M01,EMU convergence criterion bond yields, ,
Lithuania,1995M02,EMU convergence criterion bond yields, ,
Lithuania,1995M03,EMU convergence criterion bond yields, ,
Lithuania,1995M04,EMU convergence criterion bond yields, ,
Lithuania,1995M05,EMU convergence criterion bond yields, ,
Lithuania,1995M06,EMU convergence criterion bond yields, ,
Lithuania,1995M07,EMU convergence criterion bond yields, ,
Lithuania,1995M08,EMU convergence criterion bond yields, ,
Lithuania,1995M09,EMU convergence criterion bond yields, ,
Lithuania,1995M10,EMU convergence criterion bond yields, ,
Lithuania,1995M11,EMU convergence criterion bond yields, ,
Lithuania,1995M12,EMU convergence criterion bond yields, ,
Lithuania,1996M01,EMU convergence criterion bond yields, ,
Lithuania,1996M02,EMU convergence criterion bond yields, ,
Lithuania,1996M03,EMU convergence criterion bond yields, ,
Lithuania,1996M04,EMU convergence criterion bond yields, ,
Lithuania,1996M05,EMU convergence criterion bond yields, ,
Lithuania,1996M06,EMU convergence criterion bond yields, ,
Lithuania,1996M07,EMU convergence criterion bond yields, ,
Lithuania,1996M08,EMU convergence criterion bond yields, ,
Lithuania,1996M09,EMU convergence criterion bond yields, ,
Lithuania,1996M10,EMU convergence criterion bond yields, ,
Lithuania,1996M11,EMU convergence criterion bond yields, ,
Lithuania,1996M12,EMU convergence criterion bond yields, ,
Lithuania,1997M01,EMU convergence criterion bond yields, ,
Lithuania,1997M02,EMU convergence criterion bond yields, ,
Lithuania,1997M03,EMU convergence criterion bond yields, ,
Lithuania,1997M04,EMU convergence criterion bond yields, ,
Lithuania,1997M05,EMU convergence criterion bond yields, ,
Lithuania,1997M06,EMU convergence criterion bond yields, ,
Lithuania,1997M07,EMU convergence criterion bond yields, ,
Lithuania,1997M08,EMU convergence criterion bond yields, ,
Lithuania,1997M09,EMU convergence criterion bond yields, ,
Lithuania,1997M10,EMU convergence criterion bond yields, ,
Lithuania,1997M11,EMU convergence criterion bond yields, ,
Lithuania,1997M12,EMU convergence criterion bond yields, ,
Lithuania,1998M01,EMU convergence criterion bond yields, ,
Lithuania,1998M02,EMU convergence criterion bond yields, ,
Lithuania,1998M03,EMU convergence criterion bond yields, ,
Lithuania,1998M04,EMU convergence criterion bond yields, ,
Lithuania,1998M05,EMU convergence criterion bond yields, ,
Lithuania,1998M06,EMU convergence criterion bond yields, ,
Lithuania,1998M07,EMU convergence criterion bond yields, ,
Lithuania,1998M08,EMU convergence criterion bond yields, ,
Lithuania,1998M09,EMU convergence criterion bond yields, ,
Lithuania,1998M10,EMU convergence criterion bond yields, ,
Lithuania,1998M11,EMU convergence criterion bond yields, ,
Lithuania,1998M12,EMU convergence criterion bond yields, ,
Lithuania,1999M01,EMU convergence criterion bond yields, ,
Lithuania,1999M02,EMU convergence criterion bond yields, ,
Lithuania,1999M03,EMU convergence criterion bond yields, ,
Lithuania,1999M04,EMU convergence criterion bond yields, ,
Lithuania,1999M05,EMU convergence criterion bond yields, ,
Lithuania,1999M06,EMU convergence criterion bond yields, ,
Lithuania,1999M07,EMU convergence criterion bond yields, ,
Lithuania,1999M08,EMU convergence criterion bond yields, ,
Lithuania,1999M09,EMU convergence criterion bond yields, ,
Lithuania,1999M10,EMU convergence criterion bond yields, ,
Lithuania,1999M11,EMU convergence criterion bond yields, ,
Lithuania,1999M12,EMU convergence criterion bond yields, ,
Lithuania,2000M01,EMU convergence criterion bond yields, ,
Lithuania,2000M02,EMU convergence criterion bond yields, ,
Lithuania,2000M03,EMU convergence criterion bond yields, ,
Lithuania,2000M04,EMU convergence criterion bond yields, ,
Lithuania,2000M05,EMU convergence criterion bond yields, ,
Lithuania,2000M06,EMU convergence criterion bond yields, ,
Lithuania,2000M07,EMU convergence criterion bond yields, ,
Lithuania,2000M08,EMU convergence criterion bond yields, ,
Lithuania,2000M09,EMU convergence criterion bond yields, ,
Lithuania,2000M10,EMU convergence criterion bond yields, ,
Lithuania,2000M11,EMU convergence criterion bond yields, ,
Lithuania,2000M12,EMU convergence criterion bond yields, ,
Lithuania,2001M01,EMU convergence criterion bond yields,9.31,
Lithuania,2001M02,EMU convergence criterion bond yields,9.77,
Lithuania,2001M03,EMU convergence criterion bond yields,8.64,
Lithuania,2001M04,EMU convergence criterion bond yields,8.5,
Lithuania,2001M05,EMU convergence criterion bond yields,8.46,
Lithuania,2001M06,EMU convergence criterion bond yields,8.46,
Lithuania,2001M07,EMU convergence criterion bond yields,8.46,
Lithuania,2001M08,EMU convergence criterion bond yields,8.01,
Lithuania,2001M09,EMU convergence criterion bond yields,7.99,
Lithuania,2001M10,EMU convergence criterion bond yields,7.62,
Lithuania,2001M11,EMU convergence criterion bond yields,6.28,
Lithuania,2001M12,EMU convergence criterion bond yields,6.34,
Lithuania,2002M01,EMU convergence criterion bond yields,6.47,
Lithuania,2002M02,EMU convergence criterion bond yields,6.43,
Lithuania,2002M03,EMU convergence criterion bond yields,5.92,
Lithuania,2002M04,EMU convergence criterion bond yields,6.15,
Lithuania,2002M05,EMU convergence criterion bond yields,6.15,
Lithuania,2002M06,EMU convergence criterion bond yields,6.1,
Lithuania,2002M07,EMU convergence criterion bond yields,6,
Lithuania,2002M08,EMU convergence criterion bond yields,6,
Lithuania,2002M09,EMU convergence criterion bond yields,5.92,
Lithuania,2002M10,EMU convergence criterion bond yields,5.87,
Lithuania,2002M11,EMU convergence criterion bond yields,5.87,
Lithuania,2002M12,EMU convergence criterion bond yields,5.87,
Lithuania,2003M01,EMU convergence criterion bond yields,5.85,
Lithuania,2003M02,EMU convergence criterion bond yields,5.67,
Lithuania,2003M03,EMU convergence criterion bond yields,5.67,
Lithuania,2003M04,EMU convergence criterion bond yields,5.65,
Lithuania,2003M05,EMU convergence criterion bond yields,5.63,
Lithuania,2003M06,EMU convergence criterion bond yields,5.5,
Lithuania,2003M07,EMU convergence criterion bond yields,5.38,
Lithuania,2003M08,EMU convergence criterion bond yields,5.04,
Lithuania,2003M09,EMU convergence criterion bond yields,5.04,
Lithuania,2003M10,EMU convergence criterion bond yields,4.82,
Lithuania,2003M11,EMU convergence criterion bond yields,4.81,
Lithuania,2003M12,EMU convergence criterion bond yields,4.81,
Lithuania,2004M01,EMU convergence criterion bond yields,4.81,
Lithuania,2004M02,EMU convergence criterion bond yields,4.81,
Lithuania,2004M03,EMU convergence criterion bond yields,4.64,
Lithuania,2004M04,EMU convergence criterion bond yields,4.55,
Lithuania,2004M05,EMU convergence criterion bond yields,4.46,
Lithuania,2004M06,EMU convergence criterion bond yields,4.47,
Lithuania,2004M07,EMU convergence criterion bond yields,4.58,
Lithuania,2004M08,EMU convergence criterion bond yields,4.57,
Lithuania,2004M09,EMU convergence criterion bond yields,4.56,
Lithuania,2004M10,EMU convergence criterion bond yields,4.38,
Lithuania,2004M11,EMU convergence criterion bond yields,4.25,
Lithuania,2004M12,EMU convergence criterion bond yields,3.95,
Lithuania,2005M01,EMU convergence criterion bond yields,3.85,
Lithuania,2005M02,EMU convergence criterion bond yields,3.8,
Lithuania,2005M03,EMU convergence criterion bond yields,3.73,
Lithuania,2005M04,EMU convergence criterion bond yields,3.82,
Lithuania,2005M05,EMU convergence criterion bond yields,3.87,
Lithuania,2005M06,EMU convergence criterion bond yields,3.78,
Lithuania,2005M07,EMU convergence criterion bond yields,3.61,
Lithuania,2005M08,EMU convergence criterion bond yields,3.5,
Lithuania,2005M09,EMU convergence criterion bond yields,3.5,
Lithuania,2005M10,EMU convergence criterion bond yields,3.5,
Lithuania,2005M11,EMU convergence criterion bond yields,3.64,
Lithuania,2005M12,EMU convergence criterion bond yields,3.79,
Lithuania,2006M01,EMU convergence criterion bond yields,3.62,
Lithuania,2006M02,EMU convergence criterion bond yields,3.53,
Lithuania,2006M03,EMU convergence criterion bond yields,3.75,
Lithuania,2006M04,EMU convergence criterion bond yields,3.92,
Lithuania,2006M05,EMU convergence criterion bond yields,4.13,
Lithuania,2006M06,EMU convergence criterion bond yields,4.34,
Lithuania,2006M07,EMU convergence criterion bond yields,4.28,
Lithuania,2006M08,EMU convergence criterion bond yields,4.28,
Lithuania,2006M09,EMU convergence criterion bond yields,4.28,
Lithuania,2006M10,EMU convergence criterion bond yields,4.28,
Lithuania,2006M11,EMU convergence criterion bond yields,4.28,
Lithuania,2006M12,EMU convergence criterion bond yields,4.28,
Lithuania,2007M01,EMU convergence criterion bond yields,4.28,
Lithuania,2007M02,EMU convergence criterion bond yields,4.28,
Lithuania,2007M03,EMU convergence criterion bond yields,4.24,
Lithuania,2007M04,EMU convergence criterion bond yields,4.18,
Lithuania,2007M05,EMU convergence criterion bond yields,4.36,
Lithuania,2007M06,EMU convergence criterion bond yields,4.57,
Lithuania,2007M07,EMU convergence criterion bond yields,4.89,
Lithuania,2007M08,EMU convergence criterion bond yields,4.8,
Lithuania,2007M09,EMU convergence criterion bond yields,4.72,
Lithuania,2007M10,EMU convergence criterion bond yields,4.72,
Lithuania,2007M11,EMU convergence criterion bond yields,4.57,
Lithuania,2007M12,EMU convergence criterion bond yields,4.94,
Lithuania,2008M01,EMU convergence criterion bond yields,4.73,
Lithuania,2008M02,EMU convergence criterion bond yields,4.51,
Lithuania,2008M03,EMU convergence criterion bond yields,4.36,
Lithuania,2008M04,EMU convergence criterion bond yields,4.59,
Lithuania,2008M05,EMU convergence criterion bond yields,4.8,
Lithuania,2008M06,EMU convergence criterion bond yields,5.33,
Lithuania,2008M07,EMU convergence criterion bond yields,5.49,
Lithuania,2008M08,EMU convergence criterion bond yields,5.47,
Lithuania,2008M09,EMU convergence criterion bond yields,5.45,
Lithuania,2008M10,EMU convergence criterion bond yields,5.4,
Lithuania,2008M11,EMU convergence criterion bond yields,8.16,
Lithuania,2008M12,EMU convergence criterion bond yields,9,
Lithuania,2009M01,EMU convergence criterion bond yields,13.95,
Lithuania,2009M02,EMU convergence criterion bond yields,14.5,
Lithuania,2009M03,EMU convergence criterion bond yields,14.5,
Lithuania,2009M04,EMU convergence criterion bond yields,14.5,
Lithuania,2009M05,EMU convergence criterion bond yields,14.5,
Lithuania,2009M06,EMU convergence criterion bond yields,14.5,
Lithuania,2009M07,EMU convergence criterion bond yields,14.5,
Lithuania,2009M08,EMU convergence criterion bond yields,14.5,
Lithuania,2009M09,EMU convergence criterion bond yields,14.5,
Lithuania,2009M10,EMU convergence criterion bond yields,14.5,
Lithuania,2009M11,EMU convergence criterion bond yields,14.5,
Lithuania,2009M12,EMU convergence criterion bond yields,9.1,
Lithuania,2010M01,EMU convergence criterion bond yields,8.15,
Lithuania,2010M02,EMU convergence criterion bond yields,7.15,
Lithuania,2010M03,EMU convergence criterion bond yields,5.15,
Lithuania,2010M04,EMU convergence criterion bond yields,5.15,
Lithuania,2010M05,EMU convergence criterion bond yields,5.15,
Lithuania,2010M06,EMU convergence criterion bond yields,5.15,
Lithuania,2010M07,EMU convergence criterion bond yields,5.15,
Lithuania,2010M08,EMU convergence criterion bond yields,5.15,
Lithuania,2010M09,EMU convergence criterion bond yields,5.15,
Lithuania,2010M10,EMU convergence criterion bond yields,5.15,
Lithuania,2010M11,EMU convergence criterion bond yields,5.15,
Lithuania,2010M12,EMU convergence criterion bond yields,5.15,
Lithuania,2011M01,EMU convergence criterion bond yields,5.15,
Lithuania,2011M02,EMU convergence criterion bond yields,5.15,
Lithuania,2011M03,EMU convergence criterion bond yields,5.15,
Lithuania,2011M04,EMU convergence criterion bond yields,5.12,
Lithuania,2011M05,EMU convergence criterion bond yields,5.05,
Lithuania,2011M06,EMU convergence criterion bond yields,5.05,
Lithuania,2011M07,EMU convergence criterion bond yields,5.05,
Lithuania,2011M08,EMU convergence criterion bond yields,5.05,
Lithuania,2011M09,EMU convergence criterion bond yields,5.09,
Lithuania,2011M10,EMU convergence criterion bond yields,5.06,
Lithuania,2011M11,EMU convergence criterion bond yields,5.25,
Lithuania,2011M12,EMU convergence criterion bond yields,5.75,
Lithuania,2012M01,EMU convergence criterion bond yields,5.35,
Lithuania,2012M02,EMU convergence criterion bond yields,5.15,
Lithuania,2012M03,EMU convergence criterion bond yields,5.29,
Lithuania,2012M04,EMU convergence criterion bond yields,5.3,
Lithuania,2012M05,EMU convergence criterion bond yields,5.3,
Lithuania,2012M06,EMU convergence criterion bond yields,4.96,
Lithuania,2012M07,EMU convergence criterion bond yields,4.82,
Lithuania,2012M08,EMU convergence criterion bond yields,4.84,
Lithuania,2012M09,EMU convergence criterion bond yields,4.53,
Lithuania,2012M10,EMU convergence criterion bond yields,4.32,
Lithuania,2012M11,EMU convergence criterion bond yields,4.11,
Lithuania,2012M12,EMU convergence criterion bond yields,4,
Lithuania,2013M01,EMU convergence criterion bond yields,3.97,
